CustomerID,LastTrans,FirstTrans,LastTransCost,SizeLastTrans,NoTrans,TimePeriod,TransPerUnitTime,NoOfTrans,CostPerUnitTime,CostPerTrans,TotalCost,SizePerUnitTime,SizePerTrans,Churn
MzE2MDgxMjA,5,57,122687,573,23,53,0.4339622641509434,23,132.33962264150944,304.95652173913044,7014,27748.132075471698,63941.34782608696,1
MzE2MDgxMjM,55,57,23271,190,2,3,0.6666666666666666,2,112.66666666666667,169.0,338,13410.0,20115.0,1
MzE2MDgxMjY,48,57,10396,20,6,10,0.6,6,20.1,33.5,201,10344.4,17240.666666666668,1
MzE2MDgxNDA,1,56,57778,500,47,56,0.8392857142857143,47,377.0892857142857,449.29787234042556,21117,36727.78571428572,43760.765957446805,0
MzE2MDgxNTk,0,57,48522,449,48,58,0.8275862068965517,48,847.4137931034483,1023.9583333333334,49150,78164.53448275862,94448.8125,1
MzE2MDgxNjQ,0,57,18500,119,40,58,0.6896551724137931,40,213.82758620689654,310.05,12402,37036.94827586207,53703.575,1
MzE2MDgxNjU,3,51,553445,467,44,49,0.8979591836734694,44,240.9591836734694,268.34090909090907,11807,198688.77551020408,221267.04545454544,0
MzE2MDgyMDI,9,33,2983,20,9,25,0.36,9,9.72,27.0,243,1431.0,3975.0,1
MzE2MDgyMDg,9,57,1429,15,19,49,0.3877551020408163,19,24.163265306122447,62.31578947368421,1184,2419.1632653061224,6238.894736842105,1
MzE2MDgyMTE,55,56,22637,151,2,2,1.0,2,150.0,150.0,300,22468.0,22468.0,1
MzE2MDgyMTY,28,52,23741,201,12,25,0.48,12,120.64,251.33333333333334,3016,14117.48,29411.416666666668,1
MzE2MDgyMjA,19,29,5070,25,9,11,0.8181818181818182,9,77.54545454545455,94.77777777777777,853,16070.90909090909,19642.222222222223,1
MzE2MDgyMjI,43,57,44112,117,12,15,0.8,12,216.4,270.5,3246,67958.2,84947.75,1
MzE2MDgyMzE,28,57,179902,1345,26,30,0.8666666666666667,26,755.6,871.8461538461538,22668,121765.93333333333,140499.15384615384,1
MzE2MDgyMzI,37,40,1796,10,2,4,0.5,2,5.0,10.0,20,900.0,1800.0,1
MzE2MDgyMzQ,1,57,59072,321,32,57,0.5614035087719298,32,179.24561403508773,319.28125,10217,45346.70175438596,80773.8125,1
MzE2MDgyMzc,26,40,18927,149,4,15,0.26666666666666666,4,46.733333333333334,175.25,701,5970.066666666667,22387.75,1
MzE2MDgyNDQ,23,42,5077,45,14,20,0.7,14,21.0,30.0,420,2356.95,3367.0714285714284,1
MzE2MDgyNTk,13,57,34031,384,27,45,0.6,27,142.33333333333334,237.22222222222223,6405,17239.266666666666,28732.11111111111,1
MzE2MDgyNjI,41,53,14745,109,4,13,0.3076923076923077,4,39.30769230769231,127.75,511,5159.615384615385,16768.75,1
MzE2MDgyNjg,45,55,3587,21,6,11,0.5454545454545454,6,16.181818181818183,29.666666666666668,178,2576.0,4722.666666666667,1
MzE2MDgyNzE,16,57,41323,300,20,42,0.47619047619047616,20,52.023809523809526,109.25,2185,7119.880952380952,14951.75,1
MzE2MDgzMTQ,38,57,39239,245,9,20,0.45,9,78.55,174.55555555555554,1571,11755.8,26124.0,1
MzE2MDgzMjU,14,57,4524,40,18,44,0.4090909090909091,18,32.18181818181818,78.66666666666667,1416,4091.068181818182,10000.388888888889,1
MzE2MDgzMzc,45,57,10575,70,5,13,0.38461538461538464,5,34.53846153846154,89.8,449,5154.461538461538,13401.6,1
MzE2MDgzMzg,55,55,994,10,1,1,1.0,1,10.0,10.0,10,994.0,994.0,1
MzE2MDgzNTE,0,57,18498,100,22,58,0.3793103448275862,22,72.5,191.13636363636363,4205,21599.793103448275,56944.90909090909,1
MzE2MDgzNTI,37,50,4433,31,10,14,0.7142857142857143,10,52.0,72.8,728,7226.642857142857,10117.3,1
MzE2MDgzNTQ,29,57,9505,43,4,29,0.13793103448275862,4,5.275862068965517,38.25,153,1123.344827586207,8144.25,1
MzE2MDgzNTc,0,55,4769,30,31,56,0.5535714285714286,31,29.017857142857142,52.41935483870968,1625,4467.607142857143,8070.5161290322585,0
MzE2MDgzNjQ,0,57,9635,60,37,58,0.6379310344827587,37,41.43103448275862,64.94594594594595,2403,6434.327586206897,10086.243243243243,0
MzE2MDgzNjU,1,48,14323,90,20,48,0.4166666666666667,20,17.5,42.0,840,2717.7291666666665,6522.55,0
MzE2MDgzNjY,1,57,9467,60,23,57,0.40350877192982454,23,18.333333333333332,45.43478260869565,1045,2840.9824561403507,7040.695652173913,0
MzE2MDgzNjc,11,57,1530,10,15,47,0.3191489361702128,15,8.51063829787234,26.666666666666668,400,1329.063829787234,4164.4,1
MzE2MDgzNjg,37,54,1495,9,2,18,0.1111111111111111,2,2.2222222222222223,20.0,40,326.3888888888889,2937.5,1
MzE2MDgzNzA,5,31,540953,424,19,27,0.7037037037037037,19,101.81481481481481,144.68421052631578,2749,101312.44444444444,143970.31578947368,1
MzE2MDgzNzE,29,57,34790,68,16,29,0.5517241379310345,16,37.06896551724138,67.1875,1075,19167.172413793105,34740.5,1
MzE2MDgzNzI,26,29,267319,652,3,4,0.75,3,266.75,355.6666666666667,1067,109055.75,145407.66666666666,1
MzE2MDgzNzQ,3,57,8763,201,44,55,0.8,44,631.4,789.25,34727,29552.381818181817,36940.47727272727,1
MzE2MDgzNzU,1,57,766,2,19,57,0.3333333333333333,19,12.947368421052632,38.8421052631579,738,4692.754385964912,14078.263157894737,1
MzE2MDgzODA,49,57,19564,465,5,9,0.5555555555555556,5,177.88888888888889,320.2,1601,7354.111111111111,13237.4,1
MzE2MDgzODM,4,56,6743,50,21,53,0.39622641509433965,21,20.037735849056602,50.57142857142857,1062,2613.0377358490564,6594.809523809524,1
MzE2MDgzODU,1,57,44066,398,48,57,0.8421052631578947,48,260.12280701754383,308.8958333333333,14827,27495.491228070176,32650.895833333332,0
MzE2MDgzODY,22,57,24640,199,7,36,0.19444444444444445,7,55.666666666666664,286.2857142857143,2004,6646.25,34180.71428571428,1
MzE2MDgzODc,26,49,25762,221,19,24,0.7916666666666666,19,304.2083333333333,384.2631578947368,7301,35417.458333333336,44737.84210526316,1
MzE2MDgzODg,0,57,19413,146,52,58,0.896551724137931,52,225.43103448275863,251.44230769230768,13075,29059.931034482757,32413.0,0
MzE2MDgzODk,1,57,46910,329,51,57,0.8947368421052632,51,299.7368421052632,335.0,17085,40810.0,45611.17647058824,0
MzE2MDgzOTA,46,57,23359,91,10,12,0.8333333333333334,10,104.58333333333333,125.5,1255,31090.666666666668,37308.8,1
MzE2MDgzOTE,29,56,18377,201,19,28,0.6785714285714286,19,44.82142857142857,66.05263157894737,1255,4040.8928571428573,5955.0,1
MzE2MDgzOTI,16,41,3855,33,6,26,0.23076923076923078,6,6.269230769230769,27.166666666666668,163,1062.8846153846155,4605.833333333333,1
MzE2MDgzOTg,43,43,2352,11,1,1,1.0,1,11.0,11.0,11,2352.0,2352.0,1
MzE2MDgzOTk,27,57,116699,294,28,31,0.9032258064516129,28,195.48387096774192,216.42857142857142,6060,76198.58064516129,84362.71428571429,1
MzE2MDg0MDQ,56,56,3186,20,1,1,1.0,1,20.0,20.0,20,3186.0,3186.0,1
MzE2MDg0MDk,0,9,32021,300,6,10,0.6,6,158.2,263.6666666666667,1582,17161.6,28602.666666666668,0
MzE2MDg0MTA,13,53,5586,22,14,41,0.34146341463414637,14,31.609756097560975,92.57142857142857,1296,7948.951219512195,23279.071428571428,1
MzE2MDg0MTE,0,57,99396,641,52,58,0.896551724137931,52,895.9137931034483,999.2884615384615,51963,126442.81034482758,141032.36538461538,0
MzE2MDg0MTk,0,56,41342,460,50,57,0.8771929824561403,50,301.140350877193,343.3,17165,30372.912280701756,34625.12,0
MzE2MDg0MjA,0,57,26834,201,50,58,0.8620689655172413,50,441.2068965517241,511.8,25590,48034.65517241379,55720.2,0
MzE2MDg0MjY,3,57,131970,1201,45,55,0.8181818181818182,45,258.3272727272727,315.73333333333335,14208,28600.581818181818,34956.26666666667,0
MzE2MDg0Mjg,1,57,15163,100,23,57,0.40350877192982454,23,43.1578947368421,106.95652173913044,2460,6265.245614035088,15526.91304347826,1
MzE2MDg0MzI,3,57,2862,59,23,55,0.41818181818181815,23,25.036363636363635,59.869565217391305,1377,3253.6545454545453,7780.478260869565,1
MzE2MDg0MzM,1,57,19728,179,49,57,0.8596491228070176,49,145.3859649122807,169.12244897959184,8287,18934.80701754386,22026.20408163265,0
MzE2MDg0MzQ,1,57,16618,159,47,57,0.8245614035087719,47,132.71929824561403,160.95744680851064,7565,13079.61403508772,15862.510638297872,0
MzE2MDg0MzU,0,57,2085,20,37,58,0.6379310344827587,37,76.86206896551724,120.48648648648648,4458,7683.068965517241,12043.72972972973,0
MzE2MDg0NDA,0,57,1619,15,24,58,0.41379310344827586,24,11.827586206896552,28.583333333333332,686,1495.6206896551723,3614.4166666666665,1
MzE2MDg0NDE,43,57,1389,11,8,15,0.5333333333333333,8,17.533333333333335,32.875,263,2445.866666666667,4586.0,1
MzE2MDg0NDc,45,55,2736,10,9,11,0.8181818181818182,9,11.818181818181818,14.444444444444445,130,3269.818181818182,3996.4444444444443,1
MzE2MDg0NDg,9,15,8331,61,5,7,0.7142857142857143,5,30.142857142857142,42.2,211,4149.428571428572,5809.2,1
MzE2MDg0NTQ,57,57,2679,10,1,1,1.0,1,10.0,10.0,10,2679.0,2679.0,1
MzE2MDg0NTU,2,54,6936,54,21,53,0.39622641509433965,21,40.509433962264154,102.23809523809524,2147,6090.943396226415,15372.380952380952,1
MzE2MDg0Njc,8,56,19493,26,4,49,0.08163265306122448,4,3.510204081632653,43.0,172,3660.816326530612,44845.0,1
MzE2MDg0Njg,3,56,4637,30,29,54,0.5370370370370371,29,28.685185185185187,53.41379310344828,1549,4196.2962962962965,7813.793103448276,1
MzE2MDg0Njk,48,57,2998,21,3,10,0.3,3,6.7,22.333333333333332,67,992.2,3307.3333333333335,1
MzE2MDg0NzE,38,44,5505,20,5,7,0.7142857142857143,5,69.0,96.6,483,18583.14285714286,26016.4,1
MzE2MDg0NzU,9,57,22248,180,44,49,0.8979591836734694,44,235.87755102040816,262.6818181818182,11558,28157.85714285714,31357.613636363636,1
MzE2MDg0Nzk,2,57,10550,74,8,56,0.14285714285714285,8,15.696428571428571,109.875,879,2401.0,16807.0,1
MzE2MDg0ODY,38,57,293,2,4,20,0.2,4,1.45,7.25,29,205.45,1027.25,1
MzE2MDg0OTM,43,57,16296,46,9,15,0.6,9,35.46666666666667,59.111111111111114,532,14635.266666666666,24392.11111111111,1
MzE2MDg0OTU,29,57,36991,57,20,29,0.6896551724137931,20,208.0344827586207,301.65,6033,126820.96551724138,183890.4,1
MzE2MDg0OTg,1,57,9203,94,31,57,0.543859649122807,31,138.24561403508773,254.19354838709677,7880,18139.894736842107,33354.0,1
MzE2MDg1MDE,43,57,41967,279,9,15,0.6,9,143.93333333333334,239.88888888888889,2159,26689.2,44482.0,1
MzE2MDg1MDU,0,57,12426,98,49,58,0.8448275862068966,49,293.3103448275862,347.18367346938777,17012,50126.293103448275,59333.163265306124,1
MzE2MDg1MTM,51,57,1764,11,3,7,0.42857142857142855,3,11.428571428571429,26.666666666666668,80,1962.7142857142858,4579.666666666667,1
MzE2MDg1MTQ,0,57,26780,152,53,58,0.9137931034482759,53,502.2413793103448,549.622641509434,29130,65357.96551724138,71523.81132075471,0
MzE2MDg1MTY,47,48,46754,360,2,2,1.0,2,340.0,340.0,680,44283.0,44283.0,1
MzE2MDg1MjE,3,57,5734,26,22,55,0.4,22,38.345454545454544,95.86363636363636,2109,9865.4,24663.5,1
MzE2MDg1MjM,1,57,19728,140,48,57,0.8421052631578947,48,55.40350877192982,65.79166666666667,3158,7617.350877192983,9045.604166666666,0
MzE2MDg1MzI,56,56,44250,101,1,1,1.0,1,101.0,101.0,101,44250.0,44250.0,1
MzE2MDg1MzU,5,56,6331,40,28,52,0.5384615384615384,28,45.86538461538461,85.17857142857143,2385,6843.557692307692,12709.464285714286,1
MzE2MDg1Mzg,55,57,14504,115,2,3,0.6666666666666666,2,129.66666666666666,194.5,389,15542.0,23313.0,1
MzE2MDg1NDY,0,24,20737,96,21,25,0.84,21,200.0,238.0952380952381,5000,24313.56,28944.714285714286,0
MzE2MDg1NDc,0,57,24888,299,52,58,0.896551724137931,52,614.7758620689655,685.7115384615385,35657,64324.879310344826,71746.98076923077,0
MzE2MDg1NTA,52,52,5067,40,1,1,1.0,1,40.0,40.0,40,5067.0,5067.0,1
MzE2MDg1NTE,9,55,128436,1200,24,47,0.5106382978723404,24,128.85106382978722,252.33333333333334,6056,13577.68085106383,26589.625,1
MzE2MDg1NTI,9,57,6385,51,39,49,0.7959183673469388,39,180.0204081632653,226.17948717948718,8821,20134.85714285714,25297.641025641027,1
MzE2MDg1NTc,2,55,10341,126,33,54,0.6111111111111112,33,154.5,252.8181818181818,8343,13842.907407407407,22652.030303030304,1
MzE2MDg1NTg,1,55,17094,100,36,55,0.6545454545454545,36,32.03636363636364,48.94444444444444,1762,5325.854545454546,8136.722222222223,1
MzE2MDg1NjA,37,56,3357,20,3,20,0.15,3,5.05,33.666666666666664,101,775.45,5169.666666666667,1
MzE2MDg1NjM,1,55,7865,50,16,55,0.2909090909090909,16,27.345454545454544,94.0,1504,4173.472727272727,14346.3125,1
MzE2MDg1NjQ,33,57,55201,444,16,25,0.64,16,139.08,217.3125,3477,16537.0,25839.0625,1
MzE2MDg1NjY,0,57,1831,10,39,58,0.6724137931034483,39,22.103448275862068,32.87179487179487,1282,3163.9655172413795,4705.384615384615,1
MzE2MDg1NzE,44,57,87269,396,4,14,0.2857142857142857,4,111.21428571428571,389.25,1557,24018.071428571428,84063.25,1
MzE2MDg2Njg,48,48,32715,69,1,1,1.0,1,69.0,69.0,69,32715.0,32715.0,1
MzE2MDg2NzM,29,57,15764,115,12,29,0.41379310344827586,12,20.862068965517242,50.416666666666664,605,3131.310344827586,7567.333333333333,1
MzE2MDg2NzQ,28,57,7427,25,7,30,0.23333333333333334,7,14.8,63.42857142857143,444,4149.733333333334,17784.571428571428,1
MzE2MDg2NzU,0,57,7336,51,25,58,0.43103448275862066,25,21.517241379310345,49.92,1248,3146.2758620689656,7299.36,1
MzE2MDg2ODA,37,57,369,3,6,21,0.2857142857142857,6,2.857142857142857,10.0,60,346.3333333333333,1212.1666666666667,1
MzE2MDg2ODE,31,54,2561,24,16,24,0.6666666666666666,16,105.83333333333333,158.75,2540,10146.5,15219.75,1
MzE2MDg2ODM,52,57,4659,59,4,6,0.6666666666666666,4,336.0,504.0,2016,60990.5,91485.75,1
MzE2MDg3MDQ,6,57,9826,92,32,52,0.6153846153846154,32,69.51923076923077,112.96875,3615,7389.653846153846,12008.1875,1
MzE2MDg3NTk,0,57,254005,1200,52,58,0.896551724137931,52,767.5862068965517,856.1538461538462,44520,135780.5344827586,151447.51923076922,0
MzE2MDg3NjA,17,51,10731,22,14,35,0.4,14,14.057142857142857,35.142857142857146,492,6877.028571428571,17192.571428571428,1
MzE2MDg3NjE,37,57,5375,43,15,21,0.7142857142857143,15,82.71428571428571,115.8,1737,7499.428571428572,10499.2,1
MzE2MDg3NjI,2,57,14284,95,38,56,0.6785714285714286,38,76.42857142857143,112.63157894736842,4280,11634.625,17145.763157894737,1
MzE2MDg3NjQ,9,55,4889,31,11,47,0.23404255319148937,11,16.53191489361702,70.63636363636364,777,2569.595744680851,10979.181818181818,1
MzE2MDg3Njg,39,53,1844,9,7,15,0.4666666666666667,7,15.333333333333334,32.857142857142854,230,2980.733333333333,6387.285714285715,1
MzE2MDg3NzM,38,55,13721,152,17,18,0.9444444444444444,17,117.16666666666667,124.05882352941177,2109,11012.611111111111,11660.411764705883,1
MzE2MDg3NzQ,10,57,3032,33,44,48,0.9166666666666666,44,150.02083333333334,163.6590909090909,7201,11965.3125,13053.068181818182,1
MzE2MDg3NzY,10,57,42300,180,30,48,0.625,30,43.958333333333336,70.33333333333333,2110,10385.4375,16616.7,1
MzE2MDg3Nzk,52,52,1438,9,1,1,1.0,1,9.0,9.0,9,1438.0,1438.0,1
MzE2MDg4MTM,0,57,24929,54,47,58,0.8103448275862069,47,223.93103448275863,276.3404255319149,12988,62706.98275862069,77383.08510638298,1
MzE2MDg4MTg,37,50,5795,68,9,14,0.6428571428571429,9,31.142857142857142,48.44444444444444,436,2997.3571428571427,4662.555555555556,1
MzE2MDg4MjQ,25,48,5445,39,9,24,0.375,9,10.125,27.0,243,1381.8333333333333,3684.8888888888887,1
MzE2MDg4MzM,49,49,39222,87,1,1,1.0,1,87.0,87.0,87,39222.0,39222.0,1
MzE2MDg4MzQ,43,57,18260,51,13,15,0.8666666666666667,13,113.8,131.30769230769232,1707,40029.8,46188.230769230766,1
MzE2MDg4MzU,19,57,2422,11,20,39,0.5128205128205128,20,40.51282051282051,79.0,1580,8963.02564102564,17477.9,1
MzE2MDg4NDA,37,51,42348,199,14,15,0.9333333333333333,14,107.33333333333333,115.0,1610,22282.866666666665,23874.5,1
MzE2MDg4NDM,37,57,48170,401,21,21,1.0,21,508.4761904761905,508.4761904761905,10678,61746.04761904762,61746.04761904762,1
MzE2MDg4NDQ,46,57,16187,111,10,12,0.8333333333333334,10,289.5,347.4,3474,36009.083333333336,43210.9,1
MzE2MDg4NDU,1,57,12715,121,44,57,0.7719298245614035,44,205.42105263157896,266.1136363636364,11709,20295.929824561405,26292.454545454544,0
MzE2MDg4NDk,55,57,8166,30,2,3,0.6666666666666666,2,21.666666666666668,32.5,65,5274.333333333333,7911.5,1
MzE2MDg4NTA,0,57,1640,13,53,58,0.9137931034482759,53,466.7241379310345,510.75471698113205,27070,51422.18965517241,56273.339622641506,0
MzE2MDg4NTc,37,57,6751,65,14,21,0.6666666666666666,14,59.476190476190474,89.21428571428571,1249,5018.809523809524,7528.214285714285,1
MzE2MDg4NTg,9,56,10011,111,30,48,0.625,30,39.9375,63.9,1917,4040.5833333333335,6464.933333333333,1
MzE2MDg4NTk,1,57,52433,370,43,57,0.7543859649122807,43,92.47368421052632,122.5813953488372,5271,12317.070175438597,16327.279069767443,1
MzE2MDg4NjI,1,57,9043,60,38,57,0.6666666666666666,38,29.649122807017545,44.473684210526315,1690,3966.4736842105262,5949.710526315789,0
MzE2MDg4NjM,1,57,14252,97,10,57,0.17543859649122806,10,23.17543859649123,132.1,1321,3491.5438596491226,19901.8,1
MzE2MDg4NzU,45,45,1213,5,1,1,1.0,1,5.0,5.0,5,1213.0,1213.0,1
MzE2MDg4Nzk,47,57,9766,61,4,11,0.36363636363636365,4,43.36363636363637,119.25,477,5944.545454545455,16347.5,1
MzE2MDg4ODc,37,57,2916,21,14,21,0.6666666666666666,14,75.0952380952381,112.64285714285714,1577,9256.809523809523,13885.214285714286,1
MzE2MDg4ODk,1,57,397374,2516,9,57,0.15789473684210525,9,58.08771929824562,367.8888888888889,3311,9975.157894736842,63176.0,1
MzE2MDg4OTA,10,56,28145,174,29,47,0.6170212765957447,29,49.02127659574468,79.44827586206897,2304,6148.936170212766,9965.51724137931,1
MzE2MDg4OTE,1,52,80275,601,30,52,0.5769230769230769,30,298.3076923076923,517.0666666666667,15512,43050.519230769234,74620.9,0
MzE2MDg4OTI,1,55,28390,281,26,55,0.4727272727272727,26,102.36363636363636,216.53846153846155,5630,10244.09090909091,21670.19230769231,1
MzE2MDg4OTg,55,55,71216,754,1,1,1.0,1,754.0,754.0,754,71216.0,71216.0,1
MzE2MDg5MDE,38,52,2992,35,9,15,0.6,9,40.6,67.66666666666667,609,5786.066666666667,9643.444444444445,1
MzE2MDg5MDI,41,57,120,1,4,17,0.23529411764705882,4,16.941176470588236,72.0,288,1930.4117647058824,8204.25,1
MzE2MDg5MTM,27,57,35974,199,13,31,0.41935483870967744,13,84.2258064516129,200.84615384615384,2611,15311.838709677419,36512.846153846156,1
MzE2MDg5MTk,43,57,3686,20,9,15,0.6,9,38.666666666666664,64.44444444444444,580,3506.266666666667,5843.777777777777,1
MzE2MDg5MjE,47,48,7210,64,2,2,1.0,2,34.5,34.5,69,3888.5,3888.5,1
MzE2MDg5OTM,53,57,40385,497,5,5,1.0,5,618.4,618.4,3092,50781.2,50781.2,1
MzE2MDg5OTQ,14,57,2042,20,20,44,0.45454545454545453,20,135.0681818181818,297.15,5943,13209.65909090909,29061.25,1
MzE2MDg5OTY,9,57,6115,23,41,49,0.8367346938775511,41,398.8775510204082,476.7073170731707,19545,125151.97959183673,149571.8780487805,1
MzE2MDg5OTc,1,57,8973,86,41,57,0.7192982456140351,41,68.15789473684211,94.7560975609756,3885,6911.122807017544,9608.146341463415,1
MzE2MDkwMDE,0,57,9770,51,25,58,0.43103448275862066,25,19.948275862068964,46.28,1157,3082.0344827586205,7150.32,0
MzE2MDkwMDM,0,57,9927,100,52,58,0.896551724137931,52,211.06896551724137,235.42307692307693,12242,28131.793103448275,31377.76923076923,1
MzE2MDkwMDQ,21,57,43357,199,18,37,0.4864864864864865,18,100.02702702702703,205.61111111111111,3701,22641.0,46539.833333333336,1
MzE2MDkwMDg,23,56,5074,50,13,34,0.38235294117647056,13,20.852941176470587,54.53846153846154,709,2285.6470588235293,5977.846153846154,1
MzE2MDkwODY,23,56,14103,100,11,34,0.3235294117647059,11,23.676470588235293,73.18181818181819,805,3426.0588235294117,10589.636363636364,1
MzE2MDkwODg,19,55,2871,20,30,37,0.8108108108108109,30,109.45945945945945,135.0,4050,12947.81081081081,15968.966666666667,1
MzE2MDkwOTE,2,54,2905,15,28,53,0.5283018867924528,28,87.9245283018868,166.42857142857142,4660,12345.32075471698,23367.928571428572,1
MzE2MDkxMTM,0,57,4286,46,31,58,0.5344827586206896,31,13.431034482758621,25.129032258064516,779,1307.896551724138,2447.032258064516,1
MzE2MDkxMjI,37,57,44566,170,11,21,0.5238095238095238,11,59.61904761904762,113.81818181818181,1252,15174.190476190477,28968.909090909092,1
MzE2MDkxMjg,47,57,2268,20,2,11,0.18181818181818182,2,19.90909090909091,109.5,219,2140.4545454545455,11772.5,1
MzE2MDkxNTk,20,57,14481,80,19,38,0.5,19,37.81578947368421,75.63157894736842,1437,5951.789473684211,11903.578947368422,1
MzE2MDkxNjA,18,57,2545,20,28,40,0.7,28,35.25,50.357142857142854,1410,4678.55,6683.642857142857,1
MzE2MDkxODE,38,55,10405,99,12,18,0.6666666666666666,12,111.33333333333333,167.0,2004,10341.777777777777,15512.666666666666,1
MzE2MDkxODI,46,52,7199,68,3,7,0.42857142857142855,3,19.428571428571427,45.333333333333336,136,2079.1428571428573,4851.333333333333,1
MzE2MDkyNDI,9,56,17378,124,36,48,0.75,36,161.83333333333334,215.77777777777777,7768,22064.458333333332,29419.277777777777,1
MzE2MDkyODE,17,42,4878,27,15,26,0.5769230769230769,15,47.26923076923077,81.93333333333334,1229,8758.884615384615,15182.066666666668,1
MzE2MDkyODY,1,57,224640,1913,52,57,0.9122807017543859,52,799.1754385964912,876.0192307692307,45553,95582.73684210527,104773.38461538461,0
MzE2MDkyOTU,9,57,6852,65,40,49,0.8163265306122449,40,87.24489795918367,106.875,4275,9472.040816326531,11603.25,1
MzE2MDkyOTg,57,57,27804,210,1,1,1.0,1,210.0,210.0,210,27804.0,27804.0,1
MzE2MDkzMDM,10,30,6725,16,7,21,0.3333333333333333,7,19.142857142857142,57.42857142857143,402,7872.619047619048,23617.85714285714,1
MzE2MDkzMDQ,8,55,37998,190,35,48,0.7291666666666666,35,41.875,57.42857142857143,2010,8253.770833333334,11319.457142857143,1
MzE2MDkzMzQ,50,57,5208,10,5,8,0.625,5,12.875,20.6,103,6655.5,10648.8,1
MzE2MDkzMzU,1,55,807,5,18,55,0.32727272727272727,18,4.818181818181818,14.722222222222221,265,779.6727272727272,2382.3333333333335,1
MzE2MDkzMzg,10,57,2760,17,21,48,0.4375,21,31.083333333333332,71.04761904761905,1492,4731.791666666667,10815.52380952381,1
MzE2MDkzNDA,37,57,2375,20,6,21,0.2857142857142857,6,61.857142857142854,216.5,1299,6740.952380952381,23593.333333333332,1
MzE2MDkzNDE,46,46,968,5,1,1,1.0,1,5.0,5.0,5,968.0,968.0,1
MzE2MDkzNDM,1,38,27484,249,13,38,0.34210526315789475,13,33.0,96.46153846153847,1254,3965.6315789473683,11591.846153846154,1
MzE2MDkzNTA,55,55,76166,120,1,1,1.0,1,120.0,120.0,120,76166.0,76166.0,1
MzE2MDkzNTM,2,57,26219,205,46,56,0.8214285714285714,46,96.01785714285714,116.8913043478261,5377,13814.625,16817.804347826088,0
MzE2MDkzNTU,0,55,26264,169,36,56,0.6428571428571429,36,70.35714285714286,109.44444444444444,3940,8730.589285714286,13580.916666666666,1
MzE2MDkzNjI,20,39,3919,30,7,20,0.35,7,27.7,79.14285714285714,554,3677.9,10508.285714285714,1
MzE2MDkzNjM,11,57,16394,99,27,47,0.574468085106383,27,37.0,64.4074074074074,1739,6128.659574468085,10668.407407407407,1
MzE2MDkzNzM,0,56,16086,149,49,57,0.8596491228070176,49,172.96491228070175,201.20408163265307,9859,18074.666666666668,21025.632653061224,0
MzE2MDkzNzQ,16,52,41662,27,2,37,0.05405405405405406,2,2.324324324324324,43.0,86,2091.5945945945946,38694.5,1
MzE2MDkzODE,1,55,37541,368,25,55,0.45454545454545453,25,117.87272727272727,259.32,6483,12863.690909090908,28300.12,1
MzE2MDkzODI,4,54,3055,20,21,51,0.4117647058823529,21,21.176470588235293,51.42857142857143,1080,3169.529411764706,7697.428571428572,1
MzE2MDkzODQ,1,57,24084,99,35,57,0.6140350877192983,35,225.96491228070175,368.0,12880,85329.84210526316,138965.74285714285,1
MzE2MDkzOTU,0,57,88112,750,53,58,0.9137931034482759,53,645.7931034482758,706.7169811320755,37456,79859.3275862069,87393.22641509434,0
MzE2MDkzOTY,45,52,12821,100,5,8,0.625,5,50.5,80.8,404,6489.75,10383.6,1
MzE2MDkzOTg,0,56,45515,118,50,57,0.8771929824561403,50,167.80701754385964,191.3,9565,57977.508771929824,66094.36,0
MzE2MDk0NDg,20,54,15196,198,19,35,0.5428571428571428,19,48.48571428571429,89.3157894736842,1697,6291.6,11589.78947368421,1
MzE2MTAzMTg,3,39,4611,78,9,37,0.24324324324324326,9,23.972972972972972,98.55555555555556,887,2919.7567567567567,12003.444444444445,1
MzE2MTAzMjA,2,54,4662,50,9,53,0.16981132075471697,9,27.867924528301888,164.11111111111111,1477,2523.0754716981132,14858.111111111111,1
MzE2MTAzMjE,0,57,5850,30,42,58,0.7241379310344828,42,53.775862068965516,74.26190476190476,3119,9578.206896551725,13227.047619047618,0
MzE2MTAzMjI,5,32,53960,40,15,28,0.5357142857142857,15,22.642857142857142,42.266666666666666,634,21553.285714285714,40232.8,1
MzE2MTAzMzM,6,50,113874,200,14,45,0.3111111111111111,14,46.333333333333336,148.92857142857142,2085,34271.42222222222,110158.14285714286,1
MzE2MTAzNTY,37,57,146229,247,14,21,0.6666666666666666,14,70.33333333333333,105.5,1477,40056.28571428572,60084.42857142857,1
MzE2MTA0MTg,1,57,3058,20,32,57,0.5614035087719298,32,26.50877192982456,47.21875,1511,3898.1929824561403,6943.65625,1
MzE2MTA0MzE,40,57,2728,49,12,18,0.6666666666666666,12,57.5,86.25,1035,5358.944444444444,8038.416666666667,1
MzE2MTA0MzM,38,53,19459,206,10,16,0.625,10,101.6875,162.7,1627,7858.625,12573.8,1
MzE2MTA0MzQ,2,57,2211,16,35,56,0.625,35,34.910714285714285,55.857142857142854,1955,5069.089285714285,8110.542857142857,1
MzE2MTA0MzU,0,57,14415,110,47,58,0.8103448275862069,47,91.82758620689656,113.31914893617021,5326,13251.758620689656,16353.234042553191,0
MzE2MTA0MzY,0,57,2757,19,44,58,0.7586206896551724,44,44.55172413793103,58.72727272727273,2584,6374.3448275862065,8402.545454545454,0
